Nº Autorizacao,Data Publicação DOU - Autorização,Código Instalação i-Simp,Razão Social,CNPJ,Endereço,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,Vinculação a Distribuidor,Data de Vinculação a Distribuidor,Delivery,Data Autorização Delivery,Número Despacho Delivery,Status PMQC,latitude,longitude
PR/SP0005583,04/04/2001,1021736,AUTO POSTO MALERBA LTDA,47562822000120,"PRACA PREF. ROZENDO P. LEITE,  7",,CENTRO,12604080,SP,LORENA,RAIZEN,04/04/2001,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0246913,04/06/2024,1301967,AUTO POSTO OCTO JC LTDA,47608183000196,"AVENIDA SIQUEIRA CAMPOS,  1018",,CENTRO,12308190,SP,JACAREI,BANDEIRA BRANCA,04/06/2024,NÃO,,,ADIMPLENTE,-23.3017661,-45.9619936
PR/SP0026455,01/08/2002,1021755,POSTO DE SERVICOS SANTA MARIA LTDA,47624697000135,"AVENIDA MALEK ASSAD,  15",,JARDIM SANTA MARIA,12328080,SP,JACAREI,VIBRA,28/05/2013,NÃO,,,ADIMPLENTE,-23.285084,-45.9704903
PR/SP0242004,07/06/2023,1291899,AUTO POSTO MASTER CIDADE LTDA,47759225000190,"RUA FRANZ DE CASTRO HOLZWARTH,  51",,SANTANA,12211230,SP,SAO JOSE DOS CAMPOS,IPIRANGA,07/06/2023,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0239584,17/04/2023,1289988,AUTO POSTO DUTRA SUL LTDA,47803129000100,"AVENIDA BANDEIRANTES,  4680",,JARDIM MARIA AUGUSTA,12070100,SP,TAUBATE,RODOIL,17/10/2023,NÃO,,,ADIMPLENTE,-23.0264945,-45.5430083
PR/SP0243584,08/09/2023,1295156,AUTO POSTO DUTRA NORTE LTDA,47805891000117,"AVENIDA DOM PEDRO I,  4831",,JARDIM BARONESA,12091000,SP,TAUBATE,BANDEIRA BRANCA,27/03/2026,NÃO,,,ADIMPLENTE,-23.0401122,-45.5635791
PR/SP0173654,01/09/2004,1032280,POSTO B B COMERCIAL LTDA,47967229000163,"RODOVIA BR 459 LORENA ITAJUBA,  S N",KM 64,SEDE,12620000,SP,PIQUETE,IPIRANGA,19/01/2018,NÃO,,,ADIMPLENTE,-22.6033,-45.1761
PR/SP0244132,23/10/2023,1296501,AUTO POSTO BR 116 LTDA,48085695000188,"RODOVIA PRESIDENTE DUTRA,  SN",KM    73,SAO ROQUE,12573240,SP,APARECIDA,IPIRANGA,23/10/2023,NÃO,,,ADIMPLENTE,-22.8346439,-45.2188568
PR/SP0018130,03/12/2001,1021851,AUTO POSTO PARAIBUNA LTDA,48287601000153,"PRACA MAJ MARC A DE MOURA,  02",,,12260000,SP,PARAIBUNA,VIBRA,03/12/2001,NÃO,,,ADIMPLENTE,-23.3869,-45.6625
PR/SP0235305,16/01/2023,1288501,AUTO POSTO NOVO CHIQUINHA DE MATOS LTDA,48372865000105,"AVENIDA GRANADEIRO GUIMARAES,  509",,CENTRO,12020130,SP,TAUBATE,BANDEIRA BRANCA,16/01/2023,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0020379,07/02/2002,1021907,TEBERGA & FERNANDES LTDA.,48539282000126,"AVENIDA JOAO PESSOA,  848",,PEDREGULHO,12515010,SP,GUARATINGUETA,BANDEIRA BRANCA,09/10/2019,NÃO,,,ADIMPLENTE,-22.8062869,-45.1996745
PR/SP0009449,30/05/2001,1021906,TEBERGA & FERNANDES LTDA.,48539282000479,"AVENIDA SANTOS DUMONT,  336",,FIGUEIRA,12504030,SP,GUARATINGUETA,BANDEIRA BRANCA,10/05/2019,NÃO,,,ADIMPLENTE,-22.8205674,-45.2008005
PR/SP0031090,21/03/2003,1021909,AUTO POSTO SAO BENEDITO DE GUARATINGUETA LTDA,48542377000107,"RODOVIA PRESIDENTE DUTRA,  S/N","KM 64,5",SAO BENEDITO,12524800,SP,GUARATINGUETA,RAIZEN,13/02/2025,NÃO,,,ADIMPLENTE,-22.8164,-45.1925
PR/SP0196982,22/06/2006,1044753,POSTO TRES GARCAS LTDA.,48551071000109,"RODOVIA PRESIDENTE DUTRA,  224",KM    59,JARDIM MODELO,12524800,SP,GUARATINGUETA,BANDEIRA BRANCA,02/10/2024,NÃO,,,ADIMPLENTE,-22.8194887,-45.1844833
PR/SP0243436,25/08/2023,1294752,AUTO POSTO URBANOVA SJC LTDA,48577259000126,"AVENIDA SHISHIMA HIFUMI,  2320",,URBANOVA,12244000,SP,SAO JOSE DOS CAMPOS,RAIZEN,25/08/2023,NÃO,,,ADIMPLENTE,-23.1993711,-45.9360518
PR/SP0240429,02/05/2023,1290258,AUTO POSTO GTS LTDA,48689214000143,"RUA COMENDADOR RODRIGUES ALVES,  375",,CENTRO,12500010,SP,GUARATINGUETA,BANDEIRA BRANCA,02/05/2023,NÃO,,,ADIMPLENTE,-22.8149475,-45.1931934
PR/SP0024236,03/04/2002,1021986,AUTO POSTO BOM RODAR LTDA,48957419000162,"PRACA SANTA TEREZINHA,  276",,CENTRO,12010130,SP,TAUBATE,VIBRA,14/12/2022,NÃO,,,ADIMPLENTE,-23.0316425,-45.5617624
PR/SP0029376,29/11/2002,1021989,AUTO POSTO LAGOINHA LTDA,48974869000163,"AVENIDA MAJOR SOARES,  225",,CENTRO,12130000,SP,LAGOINHA,VIBRA,29/11/2002,NÃO,,,ADIMPLENTE,-23.0862478,-45.1925835
PR/SP0022416,04/03/2002,1021990,AUTO POSTO QUATRO-TREVO LTDA,48982466000166,"AVENIDA DOUTOR NELSON D'AVILA,  2160",,JARDIM SAO DIMAS,12245031,SP,SAO JOSE DOS CAMPOS,RAIZEN,04/03/2002,NÃO,,,ADIMPLENTE,-23.1964274,-45.8863026
PR/SP0243974,05/10/2023,1296040,AUTO POSTO 7 DE SETEMBRO LTDA,49163416000110,"AVENIDA JOAO PESSOA,  1426",,PEDREGULHO,12515010,SP,GUARATINGUETA,RAIZEN,05/10/2023,NÃO,,,ADIMPLENTE,-22.8035551,-45.2024822
PR/SP0011464,12/07/2001,1022044,AUTO POSTO MARELI LTDA,49191232000163,"AVENIDA ANCHIETA,  909",R. DR ALTINO ARANTES      N 586,CENTRO,11660010,SP,CARAGUATATUBA,IPIRANGA,12/07/2001,NÃO,,,ADIMPLENTE,-23.6203,-45.4128
PR/SP0023499,15/03/2002,1022184,POSTO DA FIGUEIRA LORENA LTDA,50000637000156,"RODOVIA PRESIDENTE DUTRA,  2.600",KM    55,PARQUE MONDESIR,12605530,SP,LORENA,BANDEIRA BRANCA,15/03/2002,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0020333,07/02/2002,1022187,COMECIAL VALMOR LTDA,50016922000165,"AVENIDA 9 DE JULHO,  23",,CENTRO,12020200,SP,TAUBATE,BANDEIRA BRANCA,07/02/2002,NÃO,,,ADIMPLENTE,-23.0251505,-45.5641725
PR/SP0021925,18/01/2002,1022228,AUTO POSTO CIDADE NOVA PINDAMONHANGABA LTDA,50307644000103,"RODOVIA PRESIDENTE DUTRA,  S/N",KM 94,CIDADE NOVA,12400000,SP,PINDAMONHANGABA,VIBRA,30/01/2009,NÃO,,,ADIMPLENTE,-22.9533756,-45.4067768
PR/SP0246655,15/05/2024,1301580,NOVA ZELANDIA AUTO POSTO LTDA,50316011000153,"AVENIDA FREI PACIFICO WAGNER,  18",,CENTRO,11660280,SP,CARAGUATATUBA,BANDEIRA BRANCA,15/05/2024,NÃO,,,ADIMPLENTE,-23.6190546,-45.4097808
PR/SP0008967,08/05/2001,1022248,AUTO POSTO CATAVENTO LIMITADA,50461359000134,"AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO,  1324",,JARDIM SAO DIMAS,12245001,SP,SAO JOSE DOS CAMPOS,VIBRA,20/02/2015,NÃO,,,ADIMPLENTE,-23.1980802,-45.8893443
PR/SP0019738,23/01/2002,1022272,AUTO POSTO SÃO FRANCISCO GUARATINGUETA LTDA,50579721000176,"RUA SÃO FRANCISCO,  147",0,CENTRO,12501270,SP,GUARATINGUETA,BANDEIRA BRANCA,23/01/2002,NÃO,,,ADIMPLENTE,-22.8164,-45.1925
PR/SP0247059,21/06/2024,1302385,AUTO POSTO REDE WILL LTDA,50874976000161,"AVENIDA PRESIDENTE CASTELO BRANCO,  687",,SUMARÉ,11613300,SP,CARAGUATATUBA,BANDEIRA BRANCA,21/06/2024,NÃO,,,ADIMPLENTE,-23.6202564,-45.4059152
PR/SP0019560,18/01/2002,1022308,A. DUARTE TZITZI & CIA LTDA,50882125000160,"RODOVIA PRESIDENTE DUTRA,  S/N",KM 09,CENTRO,12060670,SP,QUELUZ,BANDEIRA BRANCA,12/03/2007,NÃO,,,ADIMPLENTE,-22.5364,-44.7778
PR/SP0025251,14/05/2002,1022347,AUTO POSTO JAMBEIRENSE LTDA,51036572000161,"RUA ANTONIO DE CASTRO LEITE,  179",,CENTRO,12270000,SP,JAMBEIRO,VIBRA,14/05/2002,NÃO,,,ADIMPLENTE,-23.2557881,-45.692539
PR/SP0252030,05/02/2026,1316314,AUTO POSTO LC RETAO LTDA,51343877000116,"RODOVIA PRESIDENTE DUTRA,  SN",KM    159 4,JARDIM EMILIA,12321520,SP,JACAREI,RAIZEN,05/02/2026,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0243434,25/08/2023,1294749,AUTO POSTO MADRE PAULA COMERCIO DE COMBUSTIVEIS E CONVENIENCIA LTDA,51457514000101,"AVENIDA HEITOR VILLA LOBOS,  1038",,VILA EMA,12243260,SP,SAO JOSE DOS CAMPOS,IPIRANGA,05/03/2026,NÃO,,,ADIMPLENTE,-23.2036356,-45.897288
PR/SP0247225,16/07/2024,1302842,AUTO POSTO CAJURU SJ CAMPOS LTDA,51693572000134,"ESTRADA DOM JOSE ANTONIO DO COUTO,  2780",,CAMPOS DE SAO JOSE,12226551,SP,SAO JOSE DOS CAMPOS,VIBRA,16/07/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0245289,01/02/2024,1298991,AUTO POSTO TRIUNFO ANCHIETA LTDA,51747633000107,"PRACA ANCHIETA,  28",,SANTANA,12211650,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,01/02/2024,NÃO,,,ADIMPLENTE,-23.1562732,-45.8973765
PR/SP0173169,03/09/2004,1032281,AUTO POSTO CONDE LTDA,51784098000156,"AVENIDA TARGINO VILELA NUNES,  474",,VILA NUNES,12600350,SP,LORENA,BANDEIRA BRANCA,25/09/2018,NÃO,,,ADIMPLENTE,-22.7262654,-45.1138106
PR/SP0006350,24/04/2001,1022459,POSTO CENTRAL DE SANTA ISABEL LTDA,52114220000140,"RUA SANTA CRUZ,  30",,CENTRO,7500000,SP,SANTA ISABEL,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.3187975,-46.2269135
PR/SP0005675,04/04/2001,1022484,AUTO POSTO SANTA RITA DE APARECIDA UNIPESSOAL LTDA,52293396000106,"AVENIDA GETULIO VARGAS,  823",,SANTA RITA,12570000,SP,APARECIDA,IPIRANGA,02/10/2023,NÃO,,,ADIMPLENTE,-22.8588807,-45.234175
PR/SP0012016,12/07/2001,1022507,AUTO POSTO LIDER GUARA LTDA,52488780000164,"RUA VISC DE GUARATINGUETA,  432",,CENTRO,12510470,SP,GUARATINGUETA,IPIRANGA,05/12/2011,NÃO,,,ADIMPLENTE,-22.8191589,-45.1951964
PR/SP0009004,08/05/2001,1022546,SERVICOS AUTOMOTIVOS MENDES LTDA.,52813458000163,"AVENIDA JOSE PRIANTI SOBRINHO,  25",,CENTRO,12350000,SP,IGARATA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.2047,-46.0
PR/SP0024614,03/04/2002,1022558,AUTO POSTO T R PINHO LTDA,52889656000100,"RUA CORONEL AQUILES PEDERNEIRAS,  130",TERREOESQ.AV.CEL.MARCIANO,SANTO ANTONIO,12608600,SP,LORENA,BANDEIRA BRANCA,03/04/2002,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0023938,03/04/2002,1022593,AUTO POSTO JOIA DA DUTRA LTDA,53163580000102,"RODOVIA PRESIDENTE DUTRA,  S/N","KM 87,5",MOREIRA CESAR,12440970,SP,PINDAMONHANGABA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-22.9239,-45.4617
PR/SP0252341,19/03/2026,1317245,AUTO POSTO FACILL CENTRAL LTDA,53198532000141,"RUA PRUDENTE DE MORAES,  425",,CENTRO,12400230,SP,PINDAMONHANGABA,BANDEIRA BRANCA,19/03/2026,NÃO,,,ADIMPLENTE,-22.9235372,-45.4603915
PR/SP0252253,06/03/2026,1316873,AUTO POSTO PEROLA DO BONFIM LTDA,53536576000134,"AVENIDA CARLOS PEDROSO DA SILVEIRA,  1111",,PIRACANGAGUA,12043000,SP,TAUBATE,RAIZEN,06/03/2026,NÃO,,,ADIMPLENTE,-23.026576,-45.5982651
PR/SP0246858,23/05/2024,1301754,AUTO POSTO VILA ROSSI SJCAMPOS LTDA,53634489000110,"TRAVESSA CONSTANTINO PINTOS,  44",,VILA ROSSI,12211110,SP,SAO JOSE DOS CAMPOS,VIBRA,23/05/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0018138,03/12/2001,1022671,AUTO POSTO TANGERINO LTDA,53651907000187,"AVENIDA PRINCESA ISABEL,  383",,BARRA VELHA,11630067,SP,ILHABELA,IPIRANGA,07/08/2014,NÃO,,,ADIMPLENTE,-23.8212863,-45.3721697
PR/SP0010975,12/07/2001,1022712,B.V.MIGOTO & MIGOTO LTDA,53872784000104,"RUA BARAO DO RIO BRANCO,  220",,CENTRO,12570000,SP,APARECIDA,VIBRA,03/08/2011,NÃO,,,ADIMPLENTE,-22.8419304,-45.2290935
PR/SP0008037,08/05/2001,1022714,J VIDAL & CIA LTDA,53895041000150,"AVENIDA ANDROMEDA,  3510",,B DOS EUCALIPTOS,12230001,SP,SAO JOSE DOS CAMPOS,VIBRA,08/05/2001,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0008027,08/05/2001,1022715,J VIDAL & CIA LTDA,53895041000230,"RUA BENEDITO ALVES MOREIRA,  166",,JARDIM SATELITE,12231750,SP,SAO JOSE DOS CAMPOS,VIBRA,08/05/2001,NÃO,,,ADIMPLENTE,-23.2319888,-45.8796069
PR/SP0248867,28/01/2025,1307323,AUTO POSTO SANTA INES SJC LTDA,53981181000140,"RUA DURVALINA SILVA AGUIAR,  743",,JARDIM SANTA INES I,12248210,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,28/01/2025,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0017916,04/03/2011,1022744,AUTO POSTO ROTA DO SOL LTDA,54050869000170,"AVENIDA RIO BRANCO,  383",,INDAIA,11674210,SP,CARAGUATATUBA,RAIZEN,20/01/2014,NÃO,,,ADIMPLENTE,-23.6309622,-45.4265426
PR/SP0023277,05/03/2002,1022766,AUTO POSTO AVENIDA BOM SUCESSO LTDA,54125844000198,"AVENIDA N SRA DO BOM SUCESSO,  841",,CAMPO ALEGRE,12420010,SP,PINDAMONHANGABA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-22.9239,-45.4617
PR/SP0019849,23/01/2002,1022767,AUTO POSTO LIDER PINDAMONHANGABA LTDA,54126669000153,"RUA SAO JOAO BOSCO,  930",SANTANA,TABAU,12403010,SP,PINDAMONHANGABA,RAIZEN,18/05/2011,NÃO,,,ADIMPLENTE,-22.9229427,-45.4521782
PR/SP0025095,26/04/2002,1022815,CUNHA'S AUTO POSTO LTDA,54476593000196,"AVENIDA GUADALUPE,  660",,JARDIM AMERICA,12235000,SP,SAO JOSE DOS CAMPOS,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.2320175,-45.8957297
PR/SP0024688,03/04/2002,1022824,AUTO POSTO KAMOME LTDA,54549159000199,"RODOVIA BR 101,  SN",KM 50,ESTUFA,11680000,SP,UBATUBA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.4524472,-45.0751277
PR/SP0030986,12/03/2003,1022902,AUTO POSTO IPE S. J. DOS CAMPOS LTDA,55157093000154,"AVENIDA GUADALUPE,  659",,JD AMERICA,12235000,SP,SAO JOSE DOS CAMPOS,RAIZEN,12/03/2003,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0252182,02/03/2026,1316727,AUTO POSTO LC ANDROMEDA LTDA,55238424000180,"AVENIDA ANDROMEDA,  1171",,JARDIM SATELITE,12230000,SP,SAO JOSE DOS CAMPOS,RAIZEN,02/03/2026,NÃO,,,ADIMPLENTE,-23.2323031,-45.8846462
PR/SP0004036,15/03/2001,1022926,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000167,"AVENIDA GETÚLIO VARGAS,  2300",,CÓRREGO SECO,12305010,SP,JACAREI,BANDEIRA BRANCA,15/03/2001,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0079696,19/01/2010,1157165,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000248,"AVENIDA CASSIANO RICARDO,  1680",,JARDIM ALVORADA,12240540,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,19/01/2010,NÃO,,,ADIMPLENTE,-23.2224556,-45.9114176
PR/SP0136703,06/06/2013,1197842,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000400,"AVENIDA SAO JOAO,  154",,JARDIM NOVA AMERICA,12242000,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,06/06/2013,NÃO,,,ADIMPLENTE,-23.1944905,-45.8957242
PR/SP0136702,04/07/2013,1198599,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000590,"AVENIDA LEONOR DE ALMEIDA RIBEIRO SOUTO,  339",,RESIDENCIAL UNIAO,12239050,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,04/07/2013,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0136722,06/06/2013,1197843,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000671,"RUA ITABAIANA,  844",CJ 31 DE MARCO,PARQUE INDUSTRIAL,12237540,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,23/08/2023,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0171939,13/07/2016,1225194,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000752,"RUA PADRE  FISCHER,  1487",1497,PARQUE SAO LUIS,12061600,SP,TAUBATE,TORRAO,26/07/2016,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0192642,10/06/2019,1254557,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000833,"LARGO COMENDADOR FREIRE,  30",,CENTRO,12250000,SP,MONTEIRO LOBATO,BANDEIRA BRANCA,14/03/2022,NÃO,,,ADIMPLENTE,-22.9545166,-45.8383007
PR/SP0171795,03/09/2015,1217431,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA,55278543000914,"AVENIDA DOM PEDRO I,  5391",,JARDIM BARONESA,12091000,SP,TAUBATE,BANDEIRA BRANCA,19/10/2018,NÃO,,,ADIMPLENTE,-23.0401122,-45.5635791
PR/SP0013976,10/10/2001,1022947,POSTO DE SERVIÇOS BOLLA BRANCA LTDA,55473250000130,"AVENIDA JOAO BATISTA DE SOUZA SOARES,  255",,VILA ANHEMBI - PARQUE INDUSTRIAL,12235200,SP,SAO JOSE DOS CAMPOS,RAIZEN,10/10/2001,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0020478,07/02/2002,1022960,AUTO POSTO VARGEM LTDA,55549638000178,"RUA GERALDINO DE OLIVEIRA,  520",,CENTRO,12935000,SP,VARGEM,BANDEIRA BRANCA,07/02/2002,NÃO,,,ADIMPLENTE,-22.8889566,-46.4143643
PR/SP0003700,15/03/2001,1022973,AUTO POSTO LC PARAISO LTDA,55590590000141,"AVENIDA PARAISO,  36",,JD PARAISO,12235460,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,28/08/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0023293,05/03/2002,1022977,AUTO POSTO DONA SINHA DOS LARES LTDA,55594261000179,"AVENIDA CHARLES SCHNEIDER,  2020",,JARDIM DAS INDUSTRIAS,12040001,SP,TAUBATE,VIBRA,05/03/2002,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0009083,08/05/2001,1022995,AUTO POSTO PRAIA DO INDAIA LTDA,55647267000167,"AVENIDA RIO BRANCO,  1435",KM 103+300 MTS,INDAIA,11675050,SP,CARAGUATATUBA,BANDEIRA BRANCA,19/05/2021,NÃO,,,ADIMPLENTE,-23.6203,-45.4128
PR/SP0025730,29/05/2002,1023002,POSTO ESTRELA DA DUTRA LTDA,55662191000149,"RUA ANTONIO JUSTINO RIBEIRO,  136",KM    6,ESTRELA,12800000,SP,QUELUZ,BANDEIRA BRANCA,01/10/2025,NÃO,,,ADIMPLENTE,-22.5364,-44.7778
PR/SP0248322,27/11/2024,1305963,AUTO POSTO PARQUE LORENA LTDA,55792308000109,"AVENIDA TOMAZ ALVES DE FIGUEIREDO,  450",LOTE  10                  QUADRA30,CIDADE INDUSTRIAL,12609166,SP,LORENA,BANDEIRA BRANCA,27/11/2024,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0250591,25/08/2025,1312393,AUTO POSTO GNV DE LORENA LTDA,55915336000176,"RUA CASTRO ALVES,  613",,CRUZ (VILA ZELIA),12606560,SP,LORENA,BANDEIRA BRANCA,25/08/2025,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0252328,17/03/2026,1317184,AUTO POSTO REDENCAO LTDA,55938731000174,"RUA ENGENHEIRO PRUDENTE MEIRELES DE MORAIS,  647",,VILA ADYANA,12243750,SP,SAO JOSE DOS CAMPOS,RODOIL,17/03/2026,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0013547,30/08/2001,1023130,AUTO POSTO CAPITAL DO SURF LTDA.,56608763000174,"RUA PROFESSOR THOMAZ GALHARDO,  1151",,UMUARAMA,11690436,SP,UBATUBA,VIBRA,30/08/2001,NÃO,,,ADIMPLENTE,-23.4331,-45.0711
PR/SP0249664,07/05/2025,1309527,AUTO POSTO CAICARA DE CARAGUA LTDA,57247175000115,"AVENIDA JOSE HERCULANO,  4687",,JARDIM BRITANIA,11666000,SP,CARAGUATATUBA,RAIZEN,07/05/2025,NÃO,,,ADIMPLENTE,-23.6500369,-45.4327898
PR/SP0250575,22/08/2025,1312361,AUTO POSTO LC JACAREI LTDA,57299662000121,"AVENIDA GETULIO VARGAS,  1425",,JARDIM CALIFORNIA,12305000,SP,JACAREI,BANDEIRA BRANCA,22/08/2025,NÃO,,,ADIMPLENTE,-23.2787158,-45.9513316
PR/SP0000899,18/08/2000,1023190,ANTONIO MENDES DA ROCHA CRUZEIRO,57316853000154,"RUA CAPITAO NECO,  1400",,VILA REGINA CELIA,12701350,SP,CRUZEIRO,BANDEIRA BRANCA,18/08/2000,NÃO,,,ADIMPLENTE,-22.5719,-44.9642
PR/SP0250516,13/08/2025,1312136,POSTO DE COMBUSTIVEIS MLN TAUBATE LTDA,57714394000167,"RUA DOUTOR GASTAO CAMARA LEAL,  472",,CENTRO,12020080,SP,TAUBATE,IPIRANGA,13/08/2025,NÃO,,,ADIMPLENTE,-23.0221002,-45.5500897
PR/SP0003731,15/03/2001,1023280,AUTO POSTO KINKAS LTDA,58063686000140,"RODOVIA PRESIDENTE DUTRA,  110",KM    64,VILA SAO JOSE,12522640,SP,GUARATINGUETA,BANDEIRA BRANCA,08/01/2025,NÃO,,,ADIMPLENTE,-22.7927204,-45.1634002
PR/SP0004248,15/03/2001,1023336,AUTO POSTO CHALITA LTDA - EPP,58468653000180,"AVENIDA SEVERINO M BARBOSA,  126",,CENTRO,12630000,SP,CACHOEIRA PAULISTA,BANDEIRA BRANCA,08/03/2011,NÃO,,,ADIMPLENTE,-22.6653,-45.0128
PR/SP0250583,22/08/2025,1312362,AUTO POSTO MAZA LTDA,58816189000175,"AVENIDA AMADOR BUENO DA VEIGA,  1111",,JARDIM DOS ESTADOS,12062400,SP,TAUBATE,BANDEIRA BRANCA,22/08/2025,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0026772,26/08/2002,1023391,AUTO POSTO PENSILVANIA LTDA,58890443000185,"AVENIDA PENSILVANIA,  542",,JARDIM FLORIDA,12321050,SP,JACAREI,RAIZEN,25/04/2012,NÃO,,,ADIMPLENTE,-23.3032691,-45.9807053
PR/SP0250848,24/09/2025,1313202,AUTO POSTO M&M LTDA,59106537000183,"RUA JULIO PRESTES,  100",,EUGENIO DE MELLO,12247250,SP,SAO JOSE DOS CAMPOS,VIBRA,24/09/2025,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0018036,03/12/2001,1023481,AUTO POSTO F.CRIS LTDA,59383067000103,"AVENIDA CINDERELA,  2067",,GURILANDIA,12071580,SP,TAUBATE,BANDEIRA BRANCA,07/07/2020,NÃO,,,ADIMPLENTE,-23.0119829,-45.5248986
PR/SP0027499,20/09/2002,1023488,ILHA BELA POSTO DE SERVICOS LTDA,59434027000135,"AVENIDA PRINCESA ISABEL,  2727",,BARRA VELHA,11630067,SP,ILHABELA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.8226853,-45.3766604
PR/SP0231336,27/10/2022,1023509,AUTO POSTO DOMINGUES SALVADOR LTDA,59502195000110,"AVENIDA PAPA JOAO PAULO I,  561",,JARDIM SATELITE,12231710,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,27/10/2022,NÃO,,,ADIMPLENTE,-23.2282388,-45.8794339
PR/SP0003690,15/03/2001,1023540,ABASTECIMENTO E PECAS PIT STOP LTDA,59660886000142,"AVENIDA PADROEIRA DO BRASIL,  1080",,DA AROEIRA,12570000,SP,APARECIDA,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-22.8360861,-45.2227352
PR/SP0020326,07/02/2002,1023548,COMERCIAL DIP II POSTO DE SERVICOS LTDA.,59687038000127,"RUA SYLVIO GONCALVES DIAS,  21",,CAMPO DO GALVAO,12514710,SP,GUARATINGUETA,BANDEIRA BRANCA,16/08/2021,NÃO,,,ADIMPLENTE,-22.8164,-45.1925
PR/SP0026770,26/08/2002,1023565,AUTO POSTO VARIANTE L.N.G LTDA,59727917000135,"VARIANTE LUCAS NOGUEIRA GARCEZ,  1081",,ESPERANCA,12324000,SP,JACAREI,RAIZEN,04/09/2012,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0027088,03/09/2002,1023577,AUTO POSTO R N M LTDA,59790436000174,"RODOVIA NILO MAXIMO,  3550",KM 4,SANTO ANTONIO DA BOA VISTA,12315010,SP,JACAREI,RAIZEN,17/03/2014,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0026765,26/08/2002,1023616,SCUDERIA IV AUTO POSTO LTDA,60101888000180,"AVENIDA CASSIANO RICARDO,  1440",,JD ALVORADA,12240540,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,06/01/2025,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0086470,28/09/2010,1166272,COOPERATIVA LATICINIOS DE SAO JOSE DOS CAMPOS,60179462001200,"AVENIDA SÃO JOSÉ DOS CAMPOS,  262",A,CENTRO,12260000,SP,PARAIBUNA,IPIRANGA,28/09/2010,NÃO,,,ADIMPLENTE,-23.3869,-45.6625
